uid,mass_avg_log1p,mass_var_log1p,light_element_fraction,heavy_element_fraction,en_atom_mean,en_atom_std,en_diff_mean_filled,en_diff_max_filled,en_diff_var_filled,en_diff_missing_flag,is_ionic_like_clean,gap_pbe_log1p,gap_pbe_near_zero_flag,alpha_el_mean_log1p,alpha_el_inplane_mean_log1p,alpha_el_out_of_plane_log1p,alpha_el_anisotropy_log1p,alpha_el_anisotropy_ratio,alpha_el_ratio_z_xy,alpha_el_xy_anisotropy_ratio,has_inversion_symmetry,is_janus_like_clean,is_janus_like_missing_flag,pointgroup__neg1,pointgroup__neg3,pointgroup__neg3m,pointgroup__neg4,pointgroup__neg42m,pointgroup__neg6m2,pointgroup__n_1,pointgroup__n_2,pointgroup__n_2_over_m,pointgroup__n_222,pointgroup__n_3,pointgroup__n_32,pointgroup__n_3m,pointgroup__n_4_over_mmm,pointgroup__n_422,pointgroup__n_6mm,pointgroup__m,pointgroup__mm2,pointgroup__mmm,layergroup__c2_over_m11,layergroup__c211,layergroup__c222,layergroup__cm11,layergroup__cm2e,layergroup__cm2m,layergroup__cmm2,layergroup__cmme,layergroup__cmmm,layergroup__pneg1,layergroup__pneg3,layergroup__pneg31m,layergroup__pneg3m1,layergroup__pneg4,layergroup__pneg42_1m,layergroup__pneg42m,layergroup__pneg4m2,layergroup__pneg62m,layergroup__pneg6m2,layergroup__p1,layergroup__p112,layergroup__p112_over_a,layergroup__p112_over_m,layergroup__p11a,layergroup__p11m,layergroup__p2_over_b11,layergroup__p2_over_m11,layergroup__p211,layergroup__p2_1_over_b11,layergroup__p2_1_over_m11,layergroup__p2_111,layergroup__p2_122,layergroup__p2_12_12,layergroup__p3,layergroup__p312,layergroup__p31m,layergroup__p3m1,layergroup__p4_over_mbm,layergroup__p4_over_mmm,layergroup__p4_over_nbm,layergroup__p4_over_nmm,layergroup__p42_12,layergroup__p6mm,layergroup__pb11,layergroup__pb2_1a,layergroup__pb2_1m,layergroup__pb2n,layergroup__pbma,layergroup__pm11,layergroup__pm2_1b,layergroup__pm2_1n,layergroup__pm2a,layergroup__pm2m,layergroup__pmam,layergroup__pman,layergroup__pmm2,layergroup__pmma,layergroup__pmmm,layergroup__pmmn
2As-1,4.329706497,0,0,0,2.18,0,0,0,0,1,0,0.909547061,0,1.383152028,1.673595703,0.26216799,1.615729735,1.349497981,0.069204315,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2P-1,3.464923073,0,1,0,2.19,0,0,0,0,1,0,1.074680956,0,1.259117328,1.535511283,0.246496634,1.473426714,1.333762642,0.076717331,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Sb-1,4.81023123,0,0,1,2.05,0,0,0,0,1,0,0.684560813,0,1.521226231,1.824001882,0.292887301,1.76755507,1.357389799,0.065483446,0.009837754,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4As-1,4.329706497,0,0,0,2.18,0,0,0,0,1,0,0.60689568,0,1.747520237,2.069589826,0.320563831,2.030279751,1.395723157,0.054598057,0.163005818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4P-1,3.464923073,0,1,0,2.19,0,0,0,0,1,0,0.643204374,0,1.535434952,1.839533359,0.294781357,1.812096272,1.406199633,0.064763616,0.287552459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1Mo2Ta2O11-1,3.905050756,8.135896182,0.733333333,0.266666667,3.010666667,0.732078927,1.293333333,1.94,0.273155556,0,1,1.271362257,0,0.935676436,1.123779327,0.401385325,0.948783878,1.021711634,0.237853356,0.000779355,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Br2Hf2S3-1,4.483757715,8.216146326,0.428571429,0.285714286,2.322857143,0.665769464,1.106666667,1.66,0.288088889,0,0,0.866430766,0,1.209299313,1.450663354,0.419710088,1.336860995,1.193922687,0.159684452,0.208511857,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Br2Se2Pb3-1,4.90670233,8.293713718,0,0.428571429,2.572857143,0.261245057,0.42,0.63,0.028066667,0,0,0.639962115,0,1.550841162,1.830840502,0.511654065,1.723340829,1.238944203,0.12751128,0.119672283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Br2Zr2S3-1,4.153143429,6.579765054,0.428571429,0.285714286,2.331428571,0.65260858,1.086666667,1.63,0.273755556,0,0,0.79162516,0,1.303718071,1.558830161,0.433326294,1.441347114,1.202544824,0.14450898,0.097203224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1C2O2Hf3-1,4.448499667,8.799218822,0.571428571,0.428571429,2.268571429,0.903745043,1.426666667,2.14,0.276022222,0,1,0.350493182,0,2.073763896,2.410787775,0.456570872,2.35745998,1.375195765,0.057050811,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1C2O2Zr3-1,3.873258417,7.28861562,0.571428571,0.428571429,2.281428571,0.889982802,1.406666667,2.11,0.265488889,0,1,0.32334368,0,2.208681904,2.553171056,0.479685481,2.50407297,1.386058431,0.051956247,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Cl2Ge2O3-1,3.65678784,6.315132083,0.714285714,0,2.951428571,0.606593028,0.953333333,1.43,0.239755556,0,0,1.387838144,0,0.623547827,0.740752855,0.337597774,0.536484953,0.820285341,0.365896581,0.147859905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Cl2V2O3-1,3.482474492,5.377273408,0.714285714,0,2.842857143,0.775789262,1.206666667,1.81,0.442422222,0,1,0.345045341,0,1.220609612,1.491575318,0.246530313,1.428101605,1.327098291,0.08117613,0.066772828,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1N2O2Hf3-1,4.45514764,8.786792652,0.571428571,0.428571429,2.408571429,0.971882247,1.426666667,2.14,0.553688889,0,1,0.277465084,0,2.149364954,2.492125359,0.447469896,2.444309345,1.388312677,0.050902171,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1N2O2Zr3-1,3.885045212,7.261461056,0.571428571,0.428571429,2.421428571,0.957219613,1.406666667,2.11,0.533355556,0,1,0.336875469,0,2.331666497,2.683844096,0.471699999,2.641807203,1.402736246,0.04418332,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1N2S2Ti3-1,3.546060164,5.29123195,0.571428571,0,2.265714286,0.652092394,1,1.5,0.181066667,0,0,0.083734472,0,3.112413028,3.491922045,0.546726368,3.469523599,1.449179436,0.022844915,8.366144049e-15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Br2Cu2S3As4-1,4.144242338,5.89963734,0.272727273,0,2.38,0.358481647,0.596666667,1.06,0.073522222,0,0,0.774728814,0,1.068322839,1.297494556,0.344477395,1.20214225,1.218133639,0.154599408,0.259958232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1Br2Cu2S3P4-1,3.852033636,5.994118651,0.636363636,0,2.383636364,0.356479573,0.595,1.06,0.072558333,0,0,0.802492689,0,0.994858284,1.21178353,0.332235515,1.101508082,1.178578631,0.167020968,0.20303366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1Br2Cu2Se3As4-1,4.328938669,3.511852719,0,0,2.371818182,0.354139628,0.591666667,1.06,0.072913889,0,0,0.672791728,0,1.10875334,1.345100262,0.346840472,1.254293258,1.233816273,0.146056232,0.257645275,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1Br2Cu2Se3P4-1,4.092386586,6.170843212,0.363636364,0,2.375454545,0.352197353,0.59,1.06,0.072033333,0,0,0.673160138,0,1.05180838,1.27981279,0.333996045,1.18303658,1.215505044,0.152751442,0.239302834,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1Br2Cu2Te3As4-1,4.490053139,6.415919097,0,0.272727273,2.249090909,0.349062499,0.543333333,1.06,0.137522222,0,0,0.566105768,0,1.163911853,1.410355476,0.345350881,1.322666246,1.2501681,0.133171011,0.227517703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1Cl2Cu2S3P4-1,3.663720142,4.999978907,0.818181818,0,2.42,0.418264814,0.695,1.26,0.110891667,0,0,0.821555746,0,0.943695715,1.153095547,0.316568953,1.05780718,1.1978953,0.171777468,0.296785738,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1Cl2Cu2Se3P4-1,3.947391904,6.070162895,0.545454546,0,2.411818182,0.415338158,0.69,1.26,0.113366667,0,0,0.699251751,0,1.007376959,1.229667379,0.318484555,1.148838839,1.239367902,0.154970315,0.323522684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1Cu2I2S3As4-1,4.271298202,6.905990909,0.272727273,0.181818182,2.325454545,0.280401129,0.446666667,0.76,0.053022222,0,0,0.735336895,0,1.146668902,1.386347132,0.366480523,1.275579064,1.201651123,0.147539052,0.132917029,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1Cu2I2S3P4-1,4.018784721,7.175874687,0.636363636,0.181818182,2.329090909,0.278549964,0.445,0.76,0.052558333,0,0,0.756452497,0,1.072624337,1.299968847,0.358203492,1.177512516,1.168092437,0.161381531,0.081239033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1Cu2I2Se3As4-1,4.435667569,6.105242787,0,0.181818182,2.317272727,0.273199591,0.441666667,0.76,0.047913889,0,0,0.638781084,0,1.181932268,1.42723975,0.369937504,1.320263946,1.213981363,0.141338358,0.134404139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1Cu2I2Se3P4-1,4.225772798,7.06166773,0.363636364,0.181818182,2.320909091,0.271408935,0.44,0.76,0.047533333,0,0,0.630622026,0,1.122135611,1.358519202,0.360023718,1.244509096,1.193020437,0.149930527,0.105553797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1Cu2I2Te3As4-1,4.581603757,6.684043528,0,0.454545455,2.194545455,0.240165232,0.393333333,0.76,0.053022222,0,0,0.526607935,0,1.225192206,1.478413783,0.366374434,1.379974537,1.237015598,0.130684429,0.14680555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1Al2Mg2S5-1,3.408114146,2.481739506,1,0,2.082222222,0.565445307,0.846666667,1.27,0.164422222,0,0,1.125324255,0,1.467195155,1.711428884,0.661359854,1.525935363,1.07862937,0.206623884,0.0008357195401,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Al2Mg2Se5-1,4.030159559,6.556742267,0.444444444,0,2.065555556,0.55077947,0.826666667,1.24,0.153688889,0,0,0.748538092,0,1.683225597,1.953802463,0.71184309,1.79470867,1.144842816,0.171373062,0.0001803002593,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Al2Mg2Te5-1,4.422280468,7.85107521,0.444444444,0.555555556,1.815555556,0.333370368,0.526666667,0.79,0.040688889,0,0,0.400380362,0,1.972565715,2.271591876,0.778246804,2.142084193,1.214582567,0.135442811,0.0001952876841,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Cr2H2O5-1,3.075790366,5.759222845,0.777777778,0,2.768888889,0.771613669,1.186666667,1.78,0.257688889,0,1,0.412094229,0,1.53207069,1.799335901,0.583324595,1.909841177,1.585560485,0.156964734,0.886107641,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Ga2Mg2S5-1,3.681507906,5.653943389,0.777777778,0,2.126666667,0.533541626,0.846666667,1.27,0.101755556,0,0,0.801361028,0,1.588662348,1.849433786,0.6826636,1.682145064,1.123135774,0.182804748,0.0005045238642,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Ga2Mg2Se5-1,4.186131708,6.178690454,0.222222222,0,2.11,0.519401365,0.826666667,1.24,0.095022222,0,0,0.363419804,0,1.855105175,2.145893097,0.731292584,2.011150525,1.200197385,0.142756446,0.0001348811485,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1In2Mg2S5-1,3.906563686,7.137753674,0.777777778,0.222222222,2.12,0.537628538,0.846666667,1.27,0.107755556,0,0,0.83188302,0,1.613172345,1.874590348,0.703010585,1.70444345,1.119346254,0.184812792,0.0005382021727,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1In2Mg2Se5-1,4.327959028,6.838604782,0.222222222,0.222222222,2.103333333,0.523386409,0.826666667,1.24,0.100422222,0,0,0.530392294,0,1.842633955,2.129718221,0.74879129,1.987607648,1.185372022,0.150346485,0.0001311334006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1In2Mg2Te5-1,4.632839394,7.463375194,0.222222222,0.777777778,1.853333333,0.317175031,0.526666667,0.79,0.038422222,0,0,0.305805272,0,2.11063506,2.421267148,0.80656791,2.304574387,1.243528815,0.1208764,0.0003057179545,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Ag2Te3-1,4.793374406,4.547811121,0,1,2.032,0.083282651,0.17,0.17,0,0,0,0.568196361,0,1.478076509,1.773510689,0.315183949,1.709945658,1.338057512,0.075745961,0.062201429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1As2Te3-1,4.677758719,6.502779857,0,0.6,2.132,0.039191836,0.08,0.08,0,0,0,0.41777839,0,3.280576549,3.663938337,0.556130069,3.644695702,1.456409697,0.019569028,0.004851016,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Bi2S3-1,4.642735684,8.924412059,0.6,0.4,2.356,0.274342851,0.56,0.56,0,0,0,0.385257351,0,2.038299623,2.369393127,0.501275485,2.306586132,1.353804838,0.067158404,0.001880449,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Bi2Te3-1,5.082348019,7.37177168,0,1,2.068,0.039191836,0.08,0.08,0,0,0,0.079948352,0,2.63880013,3.000633973,0.58369482,2.960396582,1.408515201,0.041503735,0.0004609949154,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Cr2Se3-1,4.236726258,5.168414526,0,0,2.194,0.436009174,0.89,0.89,0,0,0,0.412690379,0,2.138608587,2.478850105,0.474852263,2.426550312,1.378243753,0.055618793,0.0003491519141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Ga2S3-1,3.873805948,5.833173071,0.6,0,2.272,0.37722142,0.77,0.77,0,0,0,0.873671058,0,1.299851589,1.549116432,0.4647638,1.415196118,1.168071699,0.159586961,0.031326339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Ga2Se3-1,4.334303276,3.069267126,0,0,2.254,0.362524482,0.74,0.74,0,0,0,0.606143059,0,1.514167034,1.790843004,0.499496969,1.676604178,1.226118483,0.12972102,0.018728417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1In2Se3-1,4.546593591,5.734751907,0,0.4,2.242,0.37722142,0.77,0.77,0,0,0,0.561958421,0,1.595302653,1.881729557,0.506675394,1.775821972,1.248182334,0.118559176,0.004484773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1In2Se3-3,4.546593591,5.734751907,0,0.4,2.242,0.37722142,0.77,0.77,0,0,0,0.870195597,0,1.081103314,1.320131923,0.304509872,1.220959268,1.227168426,0.129727128,0.045842914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1Sb2O3-1,4.08266664,7.895619748,0.6,0.4,2.884,0.680958149,1.39,1.39,0,0,0,1.489716715,0,0.670684153,0.827973284,0.254156244,0.706300678,1.074202444,0.224550893,0.210249409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
