uid,mass_avg_log1p,mass_var_log1p,light_element_fraction,heavy_element_fraction,en_atom_mean,en_atom_std,en_diff_mean_filled,en_diff_max_filled,en_diff_var_filled,en_diff_missing_flag,is_ionic_like_clean,gap_pbe_log1p,gap_pbe_near_zero_flag,alpha_el_mean_log1p,alpha_el_inplane_mean_log1p,alpha_el_out_of_plane_log1p,alpha_el_anisotropy_log1p,alpha_el_anisotropy_ratio,alpha_el_ratio_z_xy,alpha_el_xy_anisotropy_ratio,has_inversion_symmetry,is_janus_like_clean,is_janus_like_missing_flag,pointgroup__neg1,pointgroup__neg3,pointgroup__neg3m,pointgroup__neg4,pointgroup__neg42m,pointgroup__neg6m2,pointgroup__n_1,pointgroup__n_2,pointgroup__n_2_over_m,pointgroup__n_222,pointgroup__n_3,pointgroup__n_32,pointgroup__n_3m,pointgroup__n_4_over_mmm,pointgroup__n_422,pointgroup__n_6mm,pointgroup__m,pointgroup__mm2,pointgroup__mmm,layergroup__c2_over_m11,layergroup__c211,layergroup__c222,layergroup__cm11,layergroup__cm2e,layergroup__cm2m,layergroup__cmm2,layergroup__cmme,layergroup__cmmm,layergroup__pneg1,layergroup__pneg3,layergroup__pneg31m,layergroup__pneg3m1,layergroup__pneg4,layergroup__pneg42_1m,layergroup__pneg42m,layergroup__pneg4m2,layergroup__pneg62m,layergroup__pneg6m2,layergroup__p1,layergroup__p112,layergroup__p112_over_a,layergroup__p112_over_m,layergroup__p11a,layergroup__p11m,layergroup__p2_over_b11,layergroup__p2_over_m11,layergroup__p211,layergroup__p2_1_over_b11,layergroup__p2_1_over_m11,layergroup__p2_111,layergroup__p2_122,layergroup__p2_12_12,layergroup__p3,layergroup__p312,layergroup__p31m,layergroup__p3m1,layergroup__p4_over_mbm,layergroup__p4_over_mmm,layergroup__p4_over_nbm,layergroup__p4_over_nmm,layergroup__p42_12,layergroup__p6mm,layergroup__pb11,layergroup__pb2_1a,layergroup__pb2_1m,layergroup__pb2n,layergroup__pbma,layergroup__pm11,layergroup__pm2_1b,layergroup__pm2_1n,layergroup__pm2a,layergroup__pm2m,layergroup__pmam,layergroup__pman,layergroup__pmm2,layergroup__pmma,layergroup__pmmm,layergroup__pmmn
2PdSO3-2,3.645329785,7.118215487,0.8,0.2,3.02,0.528242369,0.826666667,1.24,0.123822222,0,0,0.519123653,0,0.993010562,1.216068932,0.300289177,1.106497862,1.190897487,0.147541773,0.009826907,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PdTeO3-1,4.050103535,7.821896722,0.6,0.4,2.924,0.632759038,0.893333333,1.34,0.316355556,0,0,0.314001755,0,1.040712134,1.261950569,0.357036468,1.132506719,1.148639591,0.169445632,0.01353296,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PdTeO3-2,4.050103535,7.821896722,0.6,0.4,2.924,0.632759038,0.893333333,1.34,0.316355556,0,0,0.693843499,0,1.001578357,1.220050863,0.331464621,1.09691827,1.158104291,0.164619855,0.023045586,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PdTeS3-1,4.205289456,7.483143084,0.6,0.4,2.408,0.213016431,0.32,0.48,0.025866667,0,0,0.696242649,0,1.936276204,2.26518657,0.42710609,2.212105353,1.37115868,0.061718997,0.100569254,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PRhS3-1,3.850419905,6.697651034,0.8,0.2,2.442,0.171394282,0.26,0.39,0.0158,0,0,0.580282649,0,1.835390077,2.164952746,0.317984729,2.12104567,1.393401852,0.048528137,0.002487367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PRuTe3-1,4.644090854,7.245932448,0.2,0.8,2.138,0.046647615,0.066666667,0.1,0.001622222,0,0,0.182249797,0,2.188417869,2.537618186,0.381343352,2.500227277,1.412086775,0.039851498,0.001246216,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PScS3-1,3.567333096,3.364471099,0.8,0,2.258,0.473725659,0.813333333,1.22,0.114955556,0,0,0.602478014,0,1.497345986,1.795547933,0.310336026,1.733228118,1.34269355,0.072446689,0.0008499062413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PScSe3-1,4.152119638,6.049987482,0.2,0,2.24,0.461562564,0.793333333,1.19,0.115488889,0,0,0.521050845,0,1.769717856,2.092474348,0.334829359,2.042160637,1.377484528,0.055975362,0.0005376153404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PtSeO3-1,4.180669037,8.489721121,0.6,0.2,3.03,0.50935253,0.773333333,1.16,0.138822222,0,0,0.83487655,0,0.895696989,1.100994587,0.287293713,0.984245264,1.156482298,0.165814574,0.040121264,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PtSeO3-2,4.180669037,8.489721121,0.6,0.2,3.03,0.50935253,0.773333333,1.16,0.138822222,0,0,0.603439417,0,0.940359294,1.150332411,0.310581594,1.027857806,1.15002258,0.168678708,0.006963847,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PtSO3-1,4.025840857,8.505803788,0.8,0.2,3.036,0.503809488,0.773333333,1.16,0.127022222,0,0,0.898434018,0,0.806210823,0.996998994,0.260783165,0.883850329,1.145871415,0.174223635,0.101702932,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PtSO3-2,4.025840857,8.505803788,0.8,0.2,3.036,0.503809488,0.773333333,1.16,0.127022222,0,0,0.620630328,0,0.885770854,1.086889945,0.296008856,0.963403307,1.137380591,0.175305522,0.007001236,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PtTeS3-1,4.4399653,8.404595765,0.6,0.4,2.424,0.199358973,0.32,0.48,0.0152,0,0,0.544406614,0,1.854156874,2.176392152,0.425293406,2.126825005,1.371660734,0.067828118,0.182343009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PZnS3-1,3.676472809,5.202462248,0.8,0,2.316,0.365655576,0.62,0.93,0.0518,0,0,1.126880024,0,1.179775639,1.432249003,0.325495814,1.33589411,1.243938663,0.120672536,0.00180735,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PZnSe3-1,4.214397612,5.849215806,0.2,0,2.298,0.352726523,0.6,0.9,0.0504,0,0,0.835841156,0,1.445320697,1.732596639,0.349951526,1.655628315,1.306226061,0.090004294,0.005004971,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PZrS3-2,3.799427491,6.339281995,0.8,0.2,2.252,0.48511442,0.833333333,1.25,0.123622222,0,0,0.565018265,0,1.525454652,1.827616829,0.30277055,1.769199101,1.352748891,0.067752557,0.018380355,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2PZrSe3-2,4.288020854,6.088283275,0.2,0.2,2.234,0.473015856,0.813333333,1.22,0.124355556,0,0,0.33186471,0,1.853734943,2.183731988,0.330804776,2.139175926,1.391710377,0.049761261,0.040672359,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RhSbO3-1,4.016984642,7.724836417,0.6,0.4,2.93,0.628840202,0.926666667,1.39,0.251488889,0,0,0.696718232,0,1.170039202,1.41634874,0.352255798,1.308273565,1.2149578,0.135255148,0.002821143,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RhSbTe3-1,4.808062049,4.526744796,0,1,2.126,0.079397733,0.153333333,0.23,0.005755556,0,0,0.22239729,0,2.394120677,2.754018444,0.381471798,2.724001761,1.430045633,0.031582378,0.001508148,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2SbScO3-1,3.782884237,7.426443003,0.6,0.2,2.746,0.877532905,1.386666667,2.08,0.322022222,0,1,1.47602803,0,0.787763754,0.956027349,0.331273311,0.792359436,1.008449684,0.24525708,0.0001992536786,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2SbSiSe3-1,4.36120639,6.782684278,0.2,0.2,2.32,0.285657137,0.433333333,0.65,0.043888889,0,0,0.698301131,0,1.677792356,1.988705418,0.370896263,1.925275526,1.345293812,0.07120644,0.0006633662575,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2SbSiTe3-1,4.677760579,7.342443291,0.2,0.8,2.05,0.077459667,0.133333333,0.2,0.003888889,0,0,0.605383998,0,1.969467515,2.302789932,0.403116009,2.251877781,1.379238301,0.055151945,0.0003105697511,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2SbTlO3-1,4.328459705,8.678423451,0.6,0.4,2.798,0.797957392,1.213333333,1.82,0.337622222,0,1,1.342328549,0,0.776731628,0.914592546,0.426277582,0.675091348,0.821057666,0.355368845,0.0003428996626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2SiZnO3-1,3.377328097,5.904771014,0.8,0,2.774,0.819502288,1.193333333,1.79,0.455355556,0,1,1.481948576,0,0.599229299,0.735947547,0.252490337,0.587915526,0.975042399,0.264126784,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BBiO3-1,3.999253358,8.706835388,0.8,0.2,2.876,0.690785061,0.946666667,1.42,0.429422222,0,0,1.351927982,0,0.84086375,1.026411013,0.317030232,0.883449398,1.076504859,0.208284562,0.038293434,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1InIrBr3I3-1,4.761588293,7.139267407,0,0.625,2.605,0.392396483,0.666666667,1.18,0.092622222,0,0,0.975027024,0,0.973362489,1.189430431,0.314861327,1.069919043,1.162927636,0.161941083,0.00178981,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1NiTiBr3Cl3-1,4.053136208,5.946675948,0.375,0,2.72625,0.591796787,0.985,1.62,0.276891667,0,0,0.713794958,0,0.950405827,1.168155438,0.283800371,1.064179453,1.196438405,0.148086473,0.104252817,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HfSeCl3Mn3S4-1,4.020675596,7.371864663,0.583333333,0.083333333,2.358333333,0.660906364,0.95,1.86,0.30604,0,1,0.574859554,0,1.302233769,1.578775173,0.288542175,1.509581865,1.316465176,0.086900364,0.080804087,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1IInAu3Br3O4-1,4.561164309,8.487820459,0.333333333,0.416666667,2.891666667,0.489656909,0.748,1.66,0.183456,0,0,0.552811851,0,1.258005066,1.505953736,0.430667278,1.454736588,1.303748755,0.153424851,0.460594008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1OScHf3N3Br4-1,4.392453337,8.283620492,0.333333333,0.25,2.471666667,0.827383762,1.192,2.14,0.626336,0,1,1.302051473,0,1.07328277,1.292464213,0.399714023,1.148233716,1.118263824,0.186012383,0.043181464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2HTeLi3O4-1,3.207360893,7.228150523,0.888888889,0.111111111,2.333333333,1.078352653,1.246666667,2.46,0.468755556,0,1,1.616781711,0,0.507656999,0.6027827,0.285020589,0.404353409,0.753459183,0.398683377,0.042399404,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1SSeCu3Br5-1,4.264353124,5.368398078,0.1,0,2.563,0.459043571,0.535,1.06,0.100758333,0,0,0.232217432,0,1.825668845,2.150368763,0.36796109,2.103972627,1.382514202,0.058616812,0.135688377,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BrHfZr3Cl7-1,4.189927432,7.48106814,0.583333333,0.333333333,2.530833333,0.856158653,1.201666667,1.86,0.599647222,0,1,0.480111704,0,1.639129619,1.952386656,0.308284494,2.220345112,1.978109624,0.05972859,1.13159929,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AgAuBr4-1,4.654683898,7.512693275,0,0.333333333,2.718333333,0.384465719,0.686666667,1.03,0.064955556,0,0,0.436579945,0,0.824953856,1.013835148,0.28745033,0.979470117,1.297454032,0.189633109,0.565781914,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AgMnBr4-1,4.399424412,5.459513392,0,0.166666667,2.553333333,0.585481758,0.94,1.41,0.180866667,0,0,0.229196742,0,1.072969647,1.312850223,0.291658386,1.235758305,1.268671197,0.124650912,0.233969508,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AgMoBr4-1,4.48005282,4.791274276,0,0.333333333,2.655,0.436415322,0.686666667,1.03,0.113088889,0,0,0.367042408,0,0.865059931,1.064744106,0.281602428,0.946222236,1.146028928,0.171176403,0.036017382,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AuInF4-1,4.184037987,8.461258595,0.666666667,0.333333333,3.373333333,0.885563223,1.466666667,2.2,0.345955556,0,1,0.719165633,0,0.423022065,0.528996741,0.169950814,0.431757416,1.025435479,0.265689797,0.284124848,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1CdPdCl4-1,4.112593696,7.10638321,0.666666667,0.333333333,2.755,0.591375515,0.98,1.47,0.1538,0,0,0.780783923,0,0.678907904,0.83637269,0.26175616,0.749495672,1.148405801,0.228757091,0.421248537,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1CoMnBr4-1,4.293848668,4.783849937,0,0,2.545,0.594579684,0.94,1.41,0.2042,0,0,0.389386288,0,0.760142863,0.933518192,0.284322656,0.829163034,1.134218189,0.213070315,0.328250199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1CuYCl4-1,3.912862653,6.049919903,0.666666667,0.166666667,2.626666667,0.779372967,1.293333333,1.94,0.265155556,0,1,1.200426616,0,0.560413502,0.686289142,0.248053092,0.533742061,0.938654446,0.285429547,0.031049635,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1MnNbSe4-1,4.360394335,4.842577366,0,0.166666667,2.225,0.459845989,0.666666667,1,0.190555556,0,0,0.191478859,0,2.120882704,2.468179056,0.346144686,2.438563785,1.424893699,0.038293629,0.12843607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1NiPdS4-1,3.90986401,6.629978494,0.666666667,0.166666667,2.405,0.261262958,0.446666667,0.67,0.026288889,0,0,0.537323602,0,1.981161156,2.322248927,0.304763844,2.286768524,1.414630504,0.038734728,0.014920383,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1PtSnS4-1,4.313100725,8.281494405,0.666666667,0.333333333,2.426666667,0.23570226,0.413333333,0.62,0.021422222,0,0,0.8338273,0,1.322218639,1.599434343,0.303613013,1.530405993,1.315552174,0.089803518,0.123067273,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1SSnO4-1,3.605343848,7.251625548,0.833333333,0.166666667,3.05,0.579856304,0.986666667,1.48,0.131288889,0,0,1.648415746,0,0.486807639,0.607823285,0.189364559,0.487626731,1.002126077,0.249251601,0.034554577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2AsBiO4-1,4.077249267,8.521970056,0.666666667,0.166666667,2.993333333,0.63336842,0.946666667,1.42,0.313688889,0,0,1.403662987,0,0.71658832,0.880561959,0.275962483,0.781899997,1.131926809,0.225029078,0.372772583,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BiPO4-1,3.944651525,8.525964632,0.833333333,0.166666667,2.995,0.631235561,0.946666667,1.42,0.306422222,0,0,1.465997342,0,0.606829196,0.744103836,0.258283531,0.609900814,1.006762313,0.266809683,0.23413962,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2CrMoS4-1,3.850806959,6.314225097,0.666666667,0.166666667,2.356666667,0.347259109,0.613333333,0.92,0.048088889,0,0,0.700008996,0,1.828368055,2.142585693,0.487523493,2.066045744,1.319662252,0.083531681,0.011170154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
