sample_id,mass_avg,mass_min,mass_max,mass_var,atomic_number_mean,atomic_number_min,atomic_number_max,atomic_number_var,light_element_fraction,heavy_element_fraction,en_atom_mean,en_atom_std,en_diff_mean,en_diff_max,en_diff_var,is_ionic_like,group_mean,group_std,valence_proxy_mean,valence_proxy_max,valence_proxy_var,gap_pbe,alphax_el,alphay_el,alphaz_el,alpha_el_mean_diag,layergroup,pointgroup,has_inversion_symmetry,is_janus_like,has_out_of_plane_dipole
1C2O2Zr3-1,47.09885714285716,12.011,91.224,1462.5431946938775,21.142857142857142,6,40,267.265306122449,0.5714285714285714,0.42857142857142855,2.281428571428571,0.889982801943443,1.4066666666666665,2.11,0.26548888888888883,1,10.285714285714286,5.495824017620384,4.571428571428571,6,0.816326530612245,0.38174014522972644,11.847780280645761,11.847780280645782,0.6155661959817851,8.10370891909111,p-6m2,-6m2,0,0,0
1Cl2Ge2O3-1,37.736714285714285,15.999,72.63,551.8750810612244,17.428571428571427,8,32,98.81632653061226,0.7142857142857143,0,2.9514285714285715,0.6065930283483453,0.9533333333333335,1.4300000000000002,0.23975555555555572,0,15.714285714285714,1.1605769149479943,5.714285714285714,7,1.346938775510204,3.006179902286102,1.0163748823647178,1.1786532060607564,0.40157663998656784,0.8655349094706807,cm11,m,0,0,1
1Cl2V2O3-1,31.540142857142857,15.999,50.942,215.43135012244898,14.857142857142858,8,23,40.40816326530613,0.7142857142857143,0,2.8428571428571425,0.7757892623592033,1.2066666666666668,1.81,0.44242222222222244,1,13.142857142857142,5.166611805721463,6,7,0.5714285714285714,0.41205394251619243,3.3291050214392888,3.559076709554167,0.2795779701160161,2.389253233703157,c211,2,0,0,1
1N2O2Hf3-1,85.06885714285714,14.007,178.49,6546.199315836734,35.142857142857146,7,72,1018.9795918367346,0.5714285714285714,0.42857142857142855,2.4085714285714284,0.9718822470036255,1.4266666666666665,2.1399999999999997,0.5536888888888888,1,10.571428571428571,5.703561365050608,4.857142857142857,6,0.6938775510204082,0.31978003696757185,11.086937918386704,11.086937918386718,0.5643492076079812,7.579408348127135,p-6m2,-6m2,0,0,0
1N2O2Zr3-1,47.669142857142866,14.007,91.224,1423.3360518367351,21.428571428571427,7,40,258.81632653061223,0.5714285714285714,0.42857142857142855,2.4214285714285713,0.9572196131270514,1.4066666666666665,2.11,0.5333555555555556,1,10.571428571428571,5.703561365050608,4.857142857142857,6,0.6938775510204082,0.40056463904407136,13.641267702549671,13.641267702549701,0.6027164950488435,9.295083966716073,p-6m2,-6m2,0,0,0
1N2S2Ti3-1,33.67642857142857,14.007,47.867,197.58792510204077,16,7,22,38.57142857142857,0.5714285714285714,0,2.2657142857142856,0.6520923936037887,1,1.5,0.1810666666666667,0,10.571428571428571,5.703561365050608,4.857142857142857,6,0.6938775510204082,0.08734013615763603,31.849024386643496,31.849024386643762,0.7275882632799646,21.475212345522408,p-6m2,-6m2,0,0,0
1Br2Cu2S3As4-1,62.069818181818164,32.06,79.904,363.90510723966935,28,16,35,57.45454545454545,0.2727272727272727,0,2.3799999999999994,0.35848164654426995,0.5966666666666667,1.06,0.07352222222222221,0,14.909090909090908,1.975050998400039,6.7272727272727275,11,4.561983471074379,1.1700035735416021,2.3143555646064162,3.0058743477134517,0.411252200023235,1.9104940374477009,pm11,m,0,1,1
1Br2Cu2S3P4-1,46.088727272727276,30.974,79.904,400.0630518347107,21.454545454545453,15,35,66.97520661157026,0.6363636363636364,0,2.383636363636363,0.35647957297777005,0.5950000000000001,1.06,0.07255833333333334,0,14.909090909090908,1.975050998400039,6.7272727272727275,11,4.561983471074379,1.231095429574518,2.119945008219313,2.598997049708167,0.3940811369242529,1.7043410649505777,pm11,m,0,1,1
1Br2Cu2Se3As4-1,74.86372727272727,63.546,79.904,32.51029547107438,32.90909090909091,29,35,3.9008264462809916,0,0,2.3718181818181816,0.35413962787727926,0.5916666666666667,1.06,0.07291388888888888,0,14.909090909090908,1.975050998400039,6.7272727272727275,11,4.561983471074379,0.9597006426314185,2.472899130737929,3.204243638556836,0.4145910409005119,2.030577936731759,pm11,m,0,1,1
1Br2Cu2Se3P4-1,58.88263636363637,30.974,79.904,477.5894885950413,26.363636363636363,15,35,77.68595041322314,0.36363636363636365,0,2.3754545454545455,0.35219735263998164,0.59,1.06,0.07203333333333332,0,14.909090909090908,1.975050998400039,6.7272727272727275,11,4.561983471074379,0.9604227490230404,2.285355394273912,2.906577526468951,0.3965376205494639,1.862823513764109,pm11,m,0,1,1
1Br2Cu2Te3As4-1,88.12618181818182,63.546,127.6,610.5025326942149,37.81818181818182,29,52,78.87603305785125,0,0.2727272727272727,2.2490909090909095,0.34906249884393703,0.5433333333333333,1.06,0.13752222222222216,0,14.909090909090908,1.975050998400039,6.7272727272727275,11,4.561983471074379,0.7613944005204702,2.745053681289844,3.449769671761921,0.4124854463090463,2.2024362664536037,pm11,m,0,1,1
